no,name,category,city,address,place_id,rating,price,open hours,latitude,longitude,time_minutes,maps,user_id,url,deskripsi
34,Tabebuya Park,park,Jakarta,"Jalan Muhammad Kafi No.1, RT.1/RW.2, Ciganjur, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630, Indonesia",ChIJ8ylw4XDuaS4RGvPsWWCyAgs,4.5,0,07.00 am - 05.30 pm,-6.327801,106.809861,39,"https://www.google.com/maps/search/?api=1&query=-6.346545300000001,106.8150031",34,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F34.%20Tabebuya%20Park%201.jpg?alt=media&token=122cb159-4072-490e-af43-fa01189f5ed1,"Ruang hijau kota & tempat olahraga dengan kolam ikan, jalur joging & peralatan bermain anak."
35,Tebet Eco Park,tourist_attraction,Jakarta,"Jl. Tebet Barat Raya, RT.1/RW.10, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820, Indonesia",ChIJ1Ugkkm3zaS4RXLLyfr1tc4M,4.7,0,06.00 am - 06.00 pm,-6.2373489,106.8529248,19,"https://www.google.com/maps/search/?api=1&query=-6.2376403,106.8522663",35,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F35.%20Tebet%20Eco%20Park%202.jpg?alt=media&token=1161eaa9-6a46-44ce-b783-f411c74b261b,"Tebet Eco Park atau Taman Kota Tebet adalah sebuah taman kota yang terletak di Tebet, Jakarta, Indonesia. Taman yang memiliki luas lahan 7 hektar ini dulunya dikenal dengan nama Taman Honda Tebet. Ini adalah tempat yang populer untuk berolahraga, bersosialisasi, dan rekreasi bagi masyarakat sekitar."
36,Taman Mini Indonesia Indah,tourist_attraction,Jakarta,"Jl. Taman Mini Indonesia Indah, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia",ChIJYaJ20FDtaS4RDNry7LknMQc,4.5,25000,05.00 am - 06.00 pm,-6.3020386,106.8898924,43,"https://www.google.com/maps/search/?api=1&query=-6.3025796,106.8957042",36,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F36.%20Taman%20Mini%20Indonesia%20Indah%201.jpg?alt=media&token=6ad0c996-7aea-4b7a-98d3-06359e9d632c,"Taman Mini Indonesia Indah adalah kawasan rekreasi berbasis budaya yang terletak di Jakarta Timur, Indonesia. Sejak Juli 2021, dioperasikan oleh PT Taman Wisata Candi Borobudur, Prambanan, dan Ratu Boko, anak perusahaan induk pariwisata milik negara InJourney."
37,Parks Agro Tourism Cilangkap,park,Jakarta,"Jl. Raya Cilangkap No.45, RT.6/RW.1, Cilangkap, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13870, Indonesia",ChIJmV2Zd9fsaS4RMpmNvPrHkrE,4.3,0,24 hours,-6.3422608,106.9000233,52,"https://www.google.com/maps/search/?api=1&query=-6.3402074,106.9012195",37,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F37.%20Parks%20Agro%20Tourism%20Cilangkap%201.jpg?alt=media&token=8fca9a7e-6e6f-4ff4-96e2-b3c2b6b5e28d,Tempat yang lengkap untuk mencari bibit-bibit tanaman pangan dan buah-buahan dan banyak pilihannya serta terdapat track joging dan tempat untuk memancing.
38,Taman Budaya Tionghoa,park,Jakarta,"MWW3+C5M, Jalan Raya Taman Mini, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13820, Indonesia",ChIJT6yJ_FDtaS4RCXn8dOO_3DI,4.6,10000,09.00 am - 04.00 pm,-6.3039002,106.9029141,46,"https://www.google.com/maps/search/?api=1&query=-6.3154014,106.8940563",38,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F38.%20Taman%20Budaya%20Tionghoa%201.jpg?alt=media&token=548159cc-eefc-409f-bee8-d01c5d58e4a8,"Taman Budaya Tionghoa Indonesia adalah taman bernuansa khas etnik Tionghoa yang dapat menampilkan kepada masyarakat luas bahwa suku Tionghoa termasuk sejarah dan budayanya, merupakan bagian integral dalam sejarah dan budaya bangsa Indonesia."
39,SkyWorld Indonesia,tourist_attraction,Jakarta,"Taman Among Putro Skyworld Indonesia, Jl. Taman Mini Raya, RT.1/RW.10, Lubang Buaya, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13810, Indonesia",ChIJGcVRIFntaS4Rg0reru4R0Kk,4.4,77000,08.30 am - 05.30 pm,-6.299599,106.8948577,50,"https://www.google.com/maps/search/?api=1&query=-6.299599,106.8948577",39,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F39.%20SkyWorld%20Indonesia%201.jpg?alt=media&token=d9c0c4a3-c861-4856-b694-f42ac0615ab4,"Museum populer ini memiliki planetarium, teater 5D, pameran luar angkasa, taman rekreasi air & tag laser."
40,Taman Burung TMII,park,Jakarta,"Ceger, Cipayung, East Jakarta City, Jakarta 13820, Indonesia",ChIJl4aCVCrtaS4R6GkSwCRv5-w,4.6,60000,06.00 am - 05.00 pm,-6.3006394,106.9036959,46,"https://www.google.com/maps/search/?api=1&query=-6.304526000000001,106.8915948",40,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F40.%20Taman%20Burung%20TMII%201.jpg?alt=media&token=64db2af7-6128-4b05-b347-e2fdb850fcb6,Taman kandang burung berkubah banyak yang menampung berbagai spesies burung asli dan internasional.
41,Taman Akuarium Air Tawar TMII,tourist_attraction,Jakarta,"Jl. Taman Mini Indonesia Indah No.Raya, Ceger, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13550, Indonesia",ChIJ_-0x3lvtaS4R__CRKurhua4,4.5,35000,08.30 am - 05.30 pm,-6.3057291,106.8948934,46,"https://www.google.com/maps/search/?api=1&query=-6.3025796,106.8957042",41,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F41.%20Taman%20Akuarium%20Air%20Tawar%20TMII%201.jpg?alt=media&token=0eea5d5e-d6cd-4874-8997-73bc603e31c5,"Akuarium dengan replika lahan basah dengan banyak spesies ikan air tawar, serta reptil & krustasea."
42,Taman Wisata Lebah,tourist_attraction,Jakarta,"Jl. Buperta No.1, RT.8/RW.5, Cibubur, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13860, Indonesia",ChIJTxSrbrvsaS4R9JRd4ORle60,4.7,5000,08.00 am - 04.00 pm,-6.3661757,106.8957667,67,"https://www.google.com/maps/search/?api=1&query=-6.3694763,106.8974272",42,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F42.%20Taman%20Wisata%20Lebah%202.jpg?alt=media&token=caf4e136-cb2d-4bea-88f9-18152438b08d,"merupakan pelopor wisata perlebahan di Indonesia yang memberikan informasi secara lengkap mengenai kehidupan lebah madu, dan menjadi salah satu destinasi wisata edukasi di wilayah timur Jakarta."
43,Orchid Park Indonesia Permai,tourist_attraction,Jakarta,"Taman Mini Indonesia Indah, Jl. Taman Mini Indonesia Indah No.I, RT.4/RW.2, Pinang Ranti, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13560, Indonesia",ChIJt7wKEZzyaS4RWti-D4OpPIQ,4.5,40000,09.00 am - 06.00 pm,-6.2927091,106.8819179,40,"https://www.google.com/maps/search/?api=1&query=-6.3025796,106.8957042",43,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F43.%20Orchid%20Park%20Indonesia%20Permai%202.jpg?alt=media&token=62d6adea-4102-4f81-984e-0218bedb5dcb,"Taman Anggrek Indonesia Permai memberikan ruang khusus bagi pembudidaya tanaman, sekaligus wadah bagi pedagang dan kolektor anggrek."
44,Ria Rio City Park,tourist_attraction,Jakarta,"Jalan Pulo Mas Utara Blok E No.1, Kayu Putih, Pulo Gadung, RT.7/RW.15, Kayu Putih, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13210, Indonesia",ChIJi3D9vhz1aS4RrVo0g-nTQHI,4.4,10000,06.00 am - 06.00 pm,-6.170877,106.87779,21,"https://www.google.com/maps/search/?api=1&query=-6.171374399999999,106.8801291",44,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F44.%20Ria%20Rio%20City%20Park%201.jpg?alt=media&token=1e896dac-0769-4897-bd80-b7f9ed424121,"Taman tenang di tepi waduk, dengan jalan setapak, bangku & pohon baobab raksasa."
45,Taman Waduk Pluit,park,Jakarta,"6, Jl. Pluit Timur Raya No.12, RT.6/RW.5, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",ChIJpzb_bMAdai4ReeRnqMgSSMk,4.4,0,24 hours,-6.1137292,106.7950497,30,"https://www.google.com/maps/search/?api=1&query=-6.114463000000001,106.7942244",45,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F45.%20Taman%20Waduk%20Pluit%201.jpg?alt=media&token=db8e973c-21c4-4f30-8a88-c0635e953ed4,"Ruang hijau yang berbatasan dengan danau ini memiliki halaman rumput subur & pepohonan rindang, serta jalan beraspal & bangku."
46,Penjaringan City Forest Park,tourist_attraction,Jakarta,"VQ8M+RGJ, Jl. Kepanduan II, RT.7/RW.16, Pejagalan, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",ChIJPcS3V4gdai4RFRiCKMVUaTQ,4.5,0,24 hours,-6.1329076,106.7837762,29,"https://www.google.com/maps/search/?api=1&query=-6.129346,106.7797311",46,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F46.%20Penjaringan%20City%20Forest%20Park%201.jpg?alt=media&token=b4bc2f64-a556-44f7-bd3c-d19b74f1ef34,"Taman Hutan Kota Penjaringan menjadi tempat menarik lainnya di Kota Jakarta, terutama untuk nongkrong dan bersantai. taman hutan populer karena lingkungannya yang masih asli. Artinya warga mampu menghilangkan stres dan menemukan kedamaian. Bagi orang luar, taman hutan ini memang cocok untuk penjelajahan santai dan beristirahat sejenak sebelum melanjutkan penjelajahan."
47,Taman Wisata Alam Mangrove Angke Kapuk,tourist_attraction,Jakarta,"Jl. Garden House, Kamal Muara, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14470, Indonesia",ChIJoytQiSUdai4RkGKxmmKQnMM,4.3,35000,08.00 am - 05.30 pm,-6.1064903,106.7368887,45,"https://www.google.com/maps/search/?api=1&query=-6.1091209,106.7366943",47,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F47.%20Taman%20Wisata%20Alam%20Mangrove%20Angke%20Kapuk%202.jpg?alt=media&token=c7da5295-415e-4155-b343-b4f522a37b29,"Suaka margasatwa ini memiliki banyak pohon bakau, monyet, dan beragam burung."
48,Dufan Ancol,amusement_park,Jakarta,"Jl. Lodan Timur No.7, Ancol, Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia",ChIJVwxCgBoeai4R4zIiPSWTWyc,4.6,250000,10.00 am - 08.00 pm,-6.1253124,106.8335377,31,"https://www.google.com/maps/search/?api=1&query=-6.122635799999999,106.843314",48,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F48.%20Dufan%20Ancol%202.jpg?alt=media&token=4a2c6af9-4bb7-4733-883d-0446abaafd96,"Taman hiburan bertema internasional yang menawarkan roller coaster, wahana interaktif, flume & pertunjukan."
49,Wisata ancol,tourist_attraction,Jakarta,"VVJ2+7HJ, Jl. Kw. Wisata Ancol, Ancol, Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia",ChIJHQ4hip0fai4RUVOBxSwmNes,4,23000,06.00 am - 08.00 pm,-6.119314,106.8509,35,"https://www.google.com/maps/search/?api=1&query=-6.1202673,106.8499066",49,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F49.%20Wisata%20Ancol%202.jpg?alt=media&token=7e4d337e-2582-46ad-b539-7e9415c7f29c,"Destinasi tepi laut Ancol memiliki pantai yang populer untuk olahraga air, dan kompleks tepi laut yang dilengkapi rollercoaster dan wahana di Dunia Fantasi dan taman Atlantis Water Adventure. Keluarga juga menikmati akuarium SeaWorld dengan hiu dan penyu, serta Ocean Dream Samudra untuk pertunjukan lumba-lumba dan singa laut. Pasar Seni Ancol menampilkan seniman lokal baru dan mengadakan pertunjukan tari akhir pekan"
50,Taman Impian Jaya Ancol,tourist_attraction,Jakarta,"Jl. Lodan Timur No.7, RT.14/RW.10, Ancol, Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia",ChIJcdfvd3T0aS4RWFPBwpxqIIU,4.5,25000,06.00 am - 10.00 pm,-6.1289702,106.8333074,29,"https://www.google.com/maps/search/?api=1&query=-6.1346267,106.8397779",50,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F50.%20Taman%20impian%20Jaya%20Ancol%201.jpg?alt=media&token=8720fceb-0319-4f69-97e4-b87a7ae13b66,"Taman Impian Jaya Ancol juga dikenal sebagai Taman Impian Jaya Ancol adalah bagian integral dari Ancol Bay City, sebuah destinasi resor yang terletak di sepanjang tepi laut Jakarta, di Ancol, Pademangan, Jakarta Utara, Indonesia."
51,Mangrove Ecotourism Centre PIK,tourist_attraction,Jakarta,"7 Jalan Katamaran Indah 1 RT.7, RT.1/RW.7, Kapuk Muara, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14460, Indonesia",ChIJtXURO2wdai4Rn7vSSu5Fma4,4.3,35000,08.00 am - 05.30 pm,-6.1220799,106.7609549,40,"https://www.google.com/maps/search/?api=1&query=-6.1151729,106.764459",51,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Jakarta%2F51.%20Mangrove%20Ecotourism%20Centre%203.jpg?alt=media&token=0b899799-1688-4850-a163-ce996180ce1f,"Area rekreasi pusat kota dengan jalan-jalan di hutan bakau, plus kolam pemancingan & monyet penghuni."
52,Kujang Monument,tourist_attraction,Bogor,"Jalan Raya Pajajaran No.1A, Baranangsiang, Bogor Timur, RT.04/RW.02, Tegallega, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16143, Indonesia",ChIJAQAAAOHFaS4R_OqyTgPgYBQ,4.7,0,24 hours,-6.6014417,106.8050738,141,"https://www.google.com/maps/search/?api=1&query=-6.5985847,106.8016144",52,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2FTugukujang.jpg?alt=media&token=b750cffd-4361-47ad-a6de-2852487a1850,"Monumen Kujang ialah sebuah tugu 25 meter yang terletak di Bogor, Jawa Barat, Indonesia. Ia menampilkan Kujang di bahagian atas dan lambang bandar Bogor di tengah. Kujang merupakan senjata tradisional masyarakat Sunda."
53,Bogor Botanical Gardens,tourist_attraction,Bogor,"Jl. Ir. H. Juanda No.13, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16122, Indonesia",ChIJu3qmEsTFaS4R5X6jRWs88nU,4.7,30000,07.00 am - 04.00 pm,-6.5976289,106.7995698,135,"https://www.google.com/maps/search/?api=1&query=-6.6028509,106.7978813",53,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F1.jpg?alt=media&token=684552d6-3210-40e1-bc52-e5a5e189dd8a,"Kebun Raya Bogor adalah sebuah kebun raya yang terletak di Bogor, Indonesia, 60 km sebelah selatan Jakarta Pusat. Kebun raya ini saat ini dioperasikan oleh Badan Riset dan Inovasi Nasional. Kebun ini terletak di pusat kota dan bersebelahan dengan kompleks istana kepresidenan Istana Bogor."
54,Ah Poong Sentul,tourist_attraction,Bogor,"CRHW+VC3, Cipambuan, Babakan Madang, Bogor Regency, West Java 16710, Indonesia",ChIJYXu-DuzGaS4RfSMINpXsvAI,4.3,0,10.00 am - 09.00 pm,-6.5703523,106.8460526,125,"https://www.google.com/maps/search/?api=1&query=-6.5624208,106.8443875",54,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F2.jpg?alt=media&token=1bbc8774-a457-4e0c-9a9a-c01ea35130b4,Ruang tepi sungai dengan halaman berumput dan dihiasi pohon palem & area tertutup dengan kios-kios makanan swalayan.
56,Mexico Garden,tourist_attraction,Bogor,"Jl. Otto Iskandardinata No.13, RT.04/RW.02, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16136, Indonesia",ChIJM3LVAMTFaS4RFmbOu-3QVRM,4.6,17000,08.00 am - 05.00 pm,-6.6022434,106.8003444,136,"https://www.google.com/maps/search/?api=1&query=-6.602517499999999,106.8020176",56,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F4.jpeg?alt=media&token=30e3793e-e619-486e-8c53-1c852939c2c3,Bagian di Kebun Raya Bogor yang menampilkan tanaman sukulen eksotis yang berasal dari Amerika Tengah dan Selatan.
57,Devoyage Bogor,tourist_attraction,Bogor,"Jl. Bogor Nirwana Residence Jl. Indigo Raya, Mulyaharja, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16135, Indonesia",ChIJ-7wYfl3PaS4RCGtWG3s34tY,4.1,98000,09.00 am - 06.00 pm,-6.6370888,106.7953617,143,"https://www.google.com/maps/search/?api=1&query=-6.6371462,106.7955375",57,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F5.jpg?alt=media&token=fa30d230-e287-43d2-8be5-cad41b5232cc,"Taman hiburan bertema desa Eropa yang menampilkan makanan, wahana dan lokasi untuk berswafoto."
58,Situ Tamansari,tourist_attraction,Bogor,"Jl. Tamansari No.529, Tamansari, Kec. Tamansari, Kabupaten Bogor, Jawa Barat 16610, Indonesia",ChIJb7olN7zPaS4RSMZTA0Zy-yc,4.4,3500,09.00 am - 05.00 pm,-6.6535309,106.7540144,157,"https://www.google.com/maps/search/?api=1&query=-6.6534774,106.7544374",58,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F6.jpeg?alt=media&token=de4c8420-6899-43c3-bf57-9c92544031bf,"Setu Tamansari merupakan setu yang hampir sempurna keindahan panoramanya, karena menyuguhkan latar belakang Gunung Salak dengan balutan danau yang eksotis. Selain menyuguhkan panorama yang eksotis, setu ini juga terasa sangat sejuk dan asri suasananya karena terletak di bawah kaki Gunung Salak."
59,The Jungle Water Adventure,amusement_park,Bogor,"Perumahan, Jl. Bogor Nirwana Residence Jalan Bogor Nirwana Boulevard, RT.05/RW.12, Mulyaharja, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16132, Indonesia",ChIJ8xmm613PaS4RBLnoMfATWkg,4.5,90000,09.00 am - 05.00 pm,-6.6344794,106.7949215,145,"https://www.google.com/maps/search/?api=1&query=-6.6351237,106.7933283",59,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F7.jpg?alt=media&token=af1f0298-27d1-4746-91b5-ae555eed4aa4,"Taman hiburan yang menampilkan seluncuran air, kolam ombak & atraksi lainnya di tengah lanskap yang rimbun."
60,Kuntum Farmfield,tourist_attraction,Bogor,"Komplek, Jl. Teras Hijau Residence Jl. Raya Tajur No.291, RT.01/RW.01, Sindangrasa, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16145, Indonesia",ChIJr5HZvK_IaS4RYyxR-GQHnqo,4.5,65000,08.00 am - 06.00 pm,-6.6416247,106.839718,149,"https://www.google.com/maps/search/?api=1&query=-6.6416599,106.8396959",60,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F8.jpg?alt=media&token=00f70c62-44d0-4af4-94dc-2fc7cbb5993b,"Peternakan rekreasi dengan kesempatan untuk memberi makan sapi, domba & lainnya, serta menunggang kuda & menjual tanaman."
62,Leuwi Orok,tourist_attraction,Bogor,"Jl. Lamtoro No.7, RT.02/RW.04, Kedunghalang, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16158, Indonesia",ChIJyeXyBH7FaS4R26TjReZ-I2U,4.7,10000,24 hours,-6.5585773,106.8093071,122,"https://www.google.com/maps/search/?api=1&query=-6.5583041,106.8093802",62,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F10.jpeg?alt=media&token=d4af05c4-2263-41c4-9489-7851c9525175,"Leuwi Orok merupakan wisata alam baru di Bogor, objek wisata ini masuk dalam kawasan Taman Nasional Gunung Hanimun Salak (TNGHS) yang berada di dalam lembah."
63,Bukit Panorama,tourist_attraction,Bogor,"9R64+25F, RT.02/RW.08, Pamoyanan, Bogor Selatan, Bogor City, West Java 16136, Indonesia",ChIJ0T9lZkXPaS4Ri86H-vZOqkY,4.5,10000,24 hours,-6.639852,106.804955,176,"https://www.google.com/maps/search/?api=1&query=-6.6404131,106.805117",63,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F11.jpg?alt=media&token=63aaab46-afd8-4b5e-bd69-66dd2cf8b848,Destinasi wisata alam di kawasan Gunung Salak.
64,Tree Climbers Indonesia,park,Bogor,"CQGG+8Q8, Jl. Annasar 1, RT.02/RW.03, Cilendek Tim., Kec. Bogor Bar., Kota Bogor, Jawa Barat 16112, Indonesia",ChIJvfxw21vEaS4Ry6DfetDj1WI,4.9,27000,08.00 am - 04.00 pm,-6.5742056,106.7769579,123,"https://www.google.com/maps/search/?api=1&query=-6.5740646,106.7769403",64,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F12.jpeg?alt=media&token=d0c4e626-4c16-4e12-af35-002511b972bf, Pusat komunitas panjat pohon Indonesia.
65,Taman Heulang,tourist_attraction,Bogor,"CRJ2+4W7, Jl. Heulang, RT.06/RW.04, Tanah Sareal, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16161, Indonesia",ChIJn26fTTzEaS4R-kO2byrulHQ,4.6,0,05.00 am - 10.00 pm,-6.5697211,106.8022947,120,"https://www.google.com/maps/search/?api=1&query=-6.5693457,106.8035503",65,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F13.jpg?alt=media&token=57574fa4-6061-4b32-ba6e-60f4d40ad8e9,"Area rekreasi luar ruangan dengan lintasan jogging & taman bermain, serta pameran musiman & pasar komunitas."
66,Gazebo Nirwana Valley Residence,tourist_attraction,Bogor,"CQR7+XCF, Jl. Nirwana Valley, RT.05/RW.04, Semplak, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16114, Indonesia",ChIJQfgjr0jFaS4REeafYbYJUiw,5,42000,24 hours,-6.5575544,106.7635338,116,"https://www.google.com/maps/search/?api=1&query=-6.5580292,106.762836",66,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F14.jpg?alt=media&token=03bbbb6c-5c44-4ed1-a395-53592d8cb37c,"Nirvana Valley merupakan wahana wisata dan resorts seluas 3 hektar yang berada di kawasan wisata Puncak Dua, Bogor, Jawa Barat."
67,Taman Ekspresi Sempur Bogor,park,Bogor,"CR52+5MG, RT.01/RW.01, Sempur, Bogor Tengah, Bogor City, West Java 16129, Indonesia",ChIJxRK5qE7FaS4R6MfMf589V6g,4.7,0,08.00 am - 10.00 pm,-6.5920743,106.8017117,129,"https://www.google.com/maps/search/?api=1&query=-6.5915409,106.800877",67,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F15.jpg?alt=media&token=09edb2e3-9bf7-44d0-ba86-62b26d8b49800,Wisata Taman Ekspresi adalah tempat wisata yang ramai dengan wisatawan pada hari biasa maupun hari liburan. Tempat ini sangat indah dan bisa memberikan sensasi yang berbeda dengan aktivitas kita sehari hari.
68,Funpark,tourist_attraction,Bogor,"Jalan Raya Pemda Karadenan, RT. 03 RW. 10, Kedunghalang, Bogor Utara, Kedunghalang, Bogor Utara, RT.07/RW.13, Ciparigi, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16158, Indonesia",ChIJpZm2AAjEaS4RzNfGyemxW3M,4.4,17000,07.30 am - 05.00 pm,-6.5400327,106.8127947,72,"https://www.google.com/maps/search/?api=1&query=-6.5392444,106.8062283",68,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F16.jpg?alt=media&token=0c622191-e508-404e-a4be-7a213f52dba2,Fun Park Villa Bogor adalah salah satu wahana waterpark yang diminati warga bogor dan sekitarnya.
69,Bogor Aquagame,amusement_park,Bogor,"Perumahan Jl. Danau Bogor Raya, RT.02/RW.13, Katulampa, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16144, Indonesia",ChIJAUjGbrTHaS4R-r_URAx-LOM,4.4,137500,09.00 am - 05.00 pm,-6.6002246,106.8266688,134,"https://www.google.com/maps/search/?api=1&query=-6.5996304,106.8276505",69,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F17.jpg?alt=media&token=e5a661d0-0a82-4283-aadd-c838e540d85c,"Bogor Aquagame merupakan Wahana Air yang berlokasi di Perumahan Danau Bogor Raya, wahana ini didatangkan dari Jerman dengan tingkat keamanan sesuai Standar Wibit. Bogor Aquagame menjadi destinasi pariwisata bari di Indonesia Khususnya di Kota Bogor."
70,Tebing Gricil Katulampa,park,Bogor,"Jl. Katulampa Raya, RT.03/RW.10, Katulampa, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16144, Indonesia",ChIJz4zPRiHJaS4ROhSBThSF4z4,4.4,0,08.30 am - 09.00 pm,-6.6306644,106.8285166,140,"https://www.google.com/maps/search/?api=1&query=-6.6261526,106.8284128",70,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F18.jpg?alt=media&token=14128a6f-5463-4bfb-bf45-a68ffdddb9e4,"Tebing Gricil adalah destinasi yang dibangun secara swadaya oleh warga perumahan Griya Katulampa. Menawarkan pemandangan tebing sungai dan Bendung Katulampa, objek wisata ini pun dilengkapi dengan berbagai sarana penunjang, termasuk jogging track sepanjang 1,7 kilometer."
71,Taman Peranginan,park,Bogor,"Jl. Jend. Sudirman No.31, RT.01/RW.04, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16121, Indonesia",ChIJT2_tIDXEaS4RovNExOc5UmU,4.6,0,24 hours,-6.586952,106.7971666,126,"https://www.google.com/maps/search/?api=1&query=-6.5857395,106.7970778",71,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F19.jpg?alt=media&token=781dcf0a-b4d5-45e9-ad0b-942192d8ebf8,"Taman di atas bukit dengan pepohonan rindang, beberapa ayunan, pedagang kaki lima dan pemandangan kota."
72,Sempur Park,park,Bogor,"dekat Lapangan Basket Lapangan, RT.01/RW.01, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 18529, Indonesia",ChIJUXi1GszFaS4R_Dy17VQAOpI,4.6,0,24 hours,-6.5917106,106.8008294,129,"https://www.google.com/maps/search/?api=1&query=-6.592569999999999,106.8017",72,https://firebasestorage.googleapis.com/v0/b/lokis-project.appspot.com/o/Bogor%2F20.jpeg?alt=media&token=12cc25cc-fc6f-416a-8ca1-66bd5fce571e,"Taman dengan lintasan lari, taman skate & panjat tebing, serta jalan setapak beraspal dan area hijau."
